Q35,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q53,Q54,Q55,Q56,Q57,Q59,Q60,Q63,Q64,Q65,Q66,Q69,Q70,Q32,Q33,Q34,Q20,Q21,Q38,Q8,Q13
1,3,4,3,2,1,1,2,4,1,2,1,4,3,1,1,1,50,5,1,1,1,41,2,2,2,42,5,1,1,1,4,4,5,3,4
2,3,3,3,3,2,2,4,4,2,4,2,4,2,2,2,4,54,6,1,1,1,30,2,2,2,4,1,1,5,3,4,3,5,2,3
1,3,2,3,4,4,4,3,4,4,4,1,4,3,4,2,2,35,6,1,2,4,41,1,2,2,59,1,4,1,3,1,4,1,3,3
2,3,2,3,1,3,3,4,4,3,4,1,4,2,1,2,1,37,4,1,2,1,41,2,2,2,4,1,4,4,5,1,3,3,4,3
1,5,3,3,3,4,3,1,4,1,4,1,2,4,4,1,2,51,5,1,1,4,41,2,1,1,59,1,3,4,2,2,4,3,4,4
5,1,3,2,2,1,4,4,4,1,4,2,4,4,3,2,4,73,5,1,1,1,41,2,2,2,15,1,5,3,5,1,3,3,1,1
2,2,3,4,1,2,1,3,4,1,4,1,1,4,1,1,2,87,5,1,4,2,41,1,1,1,4,1,3,5,3,3,2,4,3,3
2,4,4,3,2,3,3,2,4,4,4,4,4,4,3,2,2,45,4,1,2,2,41,2,2,1,4,1,4,3,5,3,3,5,3,3
1,2,3,3,3,2,1,1,4,2,2,4,4,4,4,1,1,57,3,1,1,1,52,1,2,1,4,1,2,1,2,3,3,3,3,3
2,4,4,3,2,4,4,4,4,2,4,2,4,4,2,2,2,64,6,1,2,3,41,2,2,1,4,1,3,1,2,4,4,3,2,3
1,5,3,4,4,3,4,3,1,3,1,1,1,4,1,2,3,51,3,1,2,1,41,1,2,1,4,1,1,1,1,3,4,5,4,4
3,5,3,4,4,3,2,2,4,1,4,1,2,4,3,1,1,30,4,1,2,2,41,2,2,2,4,1,3,3,3,4,3,5,3,4
2,3,3,2,3,2,4,4,4,2,4,3,4,4,4,1,2,40,6,1,1,3,22,2,2,1,59,1,3,5,2,4,4,3,3,3
2,4,3,3,2,2,2,2,4,2,4,2,4,4,3,1,2,76,5,1,1,4,56,2,1,1,15,1,2,5,2,3,3,4,2,3
1,5,4,4,4,2,4,4,2,3,4,1,4,4,4,1,1,27,3,1,1,3,41,1,2,2,4,1,2,4,4,4,1,5,3,2
4,4,4,4,3,4,2,4,4,2,4,3,4,3,3,1,2,32,5,1,3,2,41,1,1,1,4,1,3,3,4,3,4,4,4,4
1,3,2,2,3,1,1,4,4,1,4,2,4,4,3,1,2,68,7,1,3,4,53,2,1,1,4,1,2,1,3,4,3,5,2,2
1,3,2,2,3,4,2,4,4,4,4,4,4,4,2,1,2,48,4,1,2,3,41,2,2,2,4,1,2,5,2,2,2,5,3,3
3,3,2,4,4,3,2,3,4,1,4,1,3,4,3,1,2,49,3,1,3,3,41,1,1,1,4,1,4,3,3,1,4,5,4,3
1,3,2,1,1,1,2,1,4,4,2,2,4,2,1,1,2,51,5,1,1,3,41,2,2,2,59,1,5,1,2,4,3,5,3,3
2,5,3,3,3,3,3,4,4,3,4,4,3,3,2,2,2,45,6,1,1,4,41,2,1,1,59,1,3,1,3,4,4,5,3,4
1,4,4,3,3,3,4,3,4,2,4,1,3,2,2,2,2,67,7,1,1,4,44,2,2,2,15,1,3,1,3,3,3,4,4,4
1,1,2,2,3,3,3,4,4,2,3,4,4,4,4,1,2,44,5,1,1,4,41,2,2,1,59,1,1,1,1,3,3,5,1,1
1,3,3,2,3,2,1,4,4,1,4,1,4,4,3,1,2,51,5,1,1,3,41,1,2,2,4,1,2,1,3,3,4,5,3,3
4,5,4,3,2,2,1,2,4,4,4,4,4,4,3,1,2,65,4,1,2,4,41,1,1,2,4,1,3,5,3,4,4,1,3,4
1,2,3,3,4,4,3,2,4,1,4,1,1,4,1,1,3,66,6,1,1,2,41,2,2,2,4,1,5,5,3,1,4,5,2,4
5,3,3,3,2,4,4,4,4,3,4,2,3,4,2,2,2,64,3,1,3,3,41,2,2,2,4,1,4,3,5,4,3,4,3,3
2,3,4,3,4,2,4,1,4,4,3,2,1,2,3,1,1,31,4,4,1,3,14,2,2,2,59,1,3,5,3,4,2,5,2,4
3,4,3,2,3,2,2,3,3,3,4,4,4,4,3,1,2,83,6,1,1,4,41,2,2,1,4,1,2,5,3,2,4,4,1,3
5,5,4,3,3,4,4,4,4,1,4,1,4,4,1,1,2,70,6,1,1,3,25,2,2,99,59,1,5,5,5,4,1,5,4,4
3,3,3,2,1,4,4,2,4,1,4,1,2,4,1,2,1,50,6,1,1,4,41,2,2,2,59,1,3,1,4,1,4,4,4,4
3,3,4,2,4,4,3,3,4,1,4,1,4,4,4,1,4,76,8,1,1,3,63,2,1,1,4,1,3,5,4,4,4,4,3,4
1,5,3,3,3,3,2,3,4,3,4,4,3,4,1,1,1,36,3,1,1,1,20,2,2,1,4,1,2,5,5,1,4,5,1,4
1,2,3,3,3,4,4,3,4,4,4,4,2,4,4,1,3,65,7,1,1,4,41,2,1,1,23,1,2,5,3,3,4,5,2,3
3,4,2,3,2,2,2,2,4,1,4,1,2,4,3,2,2,67,7,1,1,4,59,2,2,2,4,1,3,5,4,2,4,3,3,3
1,5,4,4,4,4,1,4,4,1,4,1,4,4,1,1,2,62,6,1,3,3,61,1,2,1,4,1,3,1,3,4,4,5,4,4
4,3,4,3,3,3,3,3,4,1,2,2,3,4,4,2,2,45,4,1,2,2,41,2,2,2,59,1,3,1,3,3,3,2,3,3
4,5,3,2,1,4,4,4,4,1,4,1,4,3,1,2,2,44,4,1,1,4,41,1,2,1,4,1,3,3,2,2,2,5,3,4
4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,81,3,4,1,1,21,2,2,2,4,1,5,5,4,4,4,5,4,4
2,5,3,3,3,4,3,1,2,4,2,2,2,3,3,1,99,28,4,1,2,4,41,2,1,2,4,1,1,1,5,3,3,1,3,1
1,3,4,4,4,4,4,4,4,1,3,1,3,4,2,2,2,47,5,1,1,4,41,1,2,1,4,1,3,5,3,1,4,5,3,3
1,2,4,3,3,2,2,3,4,1,4,1,4,4,1,2,2,58,3,1,2,1,41,2,2,1,59,1,3,1,2,3,4,5,4,4
3,3,2,1,2,4,3,4,4,1,4,2,4,4,1,2,2,41,7,1,2,4,41,2,2,2,59,1,5,3,3,4,4,5,2,4
1,4,3,4,4,4,4,3,4,1,4,1,4,3,1,1,2,43,4,1,1,1,25,1,2,2,4,1,5,1,2,1,1,3,4,4
3,2,4,4,3,4,3,2,4,4,4,4,4,4,3,1,2,65,5,1,1,1,21,2,2,99,4,1,4,5,3,4,4,5,3,4
2,1,1,1,2,3,3,4,4,1,4,1,4,4,1,1,2,76,7,1,1,1,19,2,2,1,4,1,2,1,1,4,1,5,2,1
3,4,3,4,4,4,2,4,4,3,3,2,4,4,2,2,1,31,5,1,1,2,17,1,2,1,59,1,5,3,5,3,3,4,4,4
3,3,2,2,2,2,3,3,4,4,4,4,4,4,3,2,2,50,6,1,3,2,41,2,2,2,4,1,3,3,4,3,3,5,3,3
2,4,3,2,3,2,1,2,4,2,4,3,4,1,3,2,1,30,4,1,1,1,41,1,2,1,8,3,3,3,3,4,3,4,3,4
1,3,3,3,3,3,2,3,4,2,1,1,4,4,1,2,2,50,5,1,1,99,41,2,2,2,59,1,1,1,1,4,4,3,3,3
1,1,2,2,3,1,1,1,4,1,3,2,4,3,1,1,2,67,3,1,2,3,41,1,1,1,4,1,1,3,1,3,1,5,1,1
1,1,3,3,3,3,3,4,4,1,4,1,4,1,2,2,1,38,4,1,2,2,41,2,2,2,4,1,4,4,2,4,3,3,4,3
3,1,2,3,1,4,4,3,4,2,3,4,3,4,2,1,1,27,4,1,1,3,41,1,2,2,4,1,4,5,3,3,2,3,2,1
1,1,2,3,1,1,3,4,4,2,4,4,1,3,1,2,3,61,5,1,1,3,41,2,2,1,4,1,3,1,3,1,4,1,1,1
4,5,4,4,1,2,2,4,4,1,4,1,4,3,1,1,3,48,5,1,2,2,41,1,1,1,23,1,2,1,4,1,1,5,3,4
1,3,2,3,3,4,3,4,4,1,4,4,1,3,3,2,2,38,5,1,1,3,41,2,2,1,4,1,2,5,1,1,4,4,3,3
2,3,2,3,3,4,2,4,4,1,4,4,2,4,2,1,2,67,5,1,2,1,41,1,1,2,4,1,2,5,3,2,2,5,2,2
3,2,4,3,4,4,4,4,4,4,4,4,4,4,3,2,2,42,6,1,2,1,41,1,2,2,59,1,3,5,3,3,3,3,4,3
1,3,3,2,3,2,2,3,4,2,4,4,4,4,4,2,1,29,4,1,1,3,41,2,2,2,23,1,2,1,2,3,2,5,2,3
3,5,4,4,4,4,3,4,4,1,1,1,4,4,4,2,2,45,3,1,1,2,41,1,2,2,4,1,5,3,5,4,4,5,4,4
2,5,2,2,3,4,3,2,2,4,4,4,1,4,3,1,1,30,5,1,2,1,17,2,2,2,4,1,3,3,5,1,2,2,3,3
2,3,1,2,1,1,1,4,4,4,4,4,4,4,2,1,2,49,5,1,1,5,41,2,2,2,4,1,5,1,1,4,4,5,3,1
1,3,3,3,4,1,1,3,4,2,3,2,4,1,4,1,2,42,6,1,1,5,41,2,2,2,15,1,2,1,2,4,3,3,3,1
1,2,3,1,1,1,1,4,4,2,4,3,4,4,4,1,2,63,6,1,1,2,40,2,1,1,4,1,1,1,1,3,3,2,1,3
4,2,3,3,4,4,3,2,4,4,3,4,2,4,4,2,2,56,7,1,1,2,20,2,2,1,59,1,3,1,4,2,3,4,3,4
5,3,3,4,2,1,3,4,4,3,4,3,4,4,2,1,2,69,6,1,2,5,47,2,1,1,59,1,1,5,5,4,3,3,4,3
3,3,2,2,1,1,1,1,4,4,4,1,1,1,4,2,3,45,5,1,3,3,41,1,2,1,59,1,5,5,3,3,1,5,1,2
2,3,3,4,3,2,2,3,4,4,4,4,4,4,4,1,2,78,6,1,1,2,41,2,1,2,15,1,3,5,3,4,4,5,3,2
1,1,1,3,3,1,1,3,4,1,4,1,4,3,1,1,2,54,4,1,1,2,18,1,2,1,4,1,1,1,1,1,3,4,2,2
1,1,1,1,1,1,1,4,4,4,1,1,1,4,1,2,3,71,3,1,1,1,66,2,1,1,4,1,3,5,2,1,4,3,1,1
5,5,3,3,1,4,4,1,4,4,4,4,4,4,1,2,4,86,2,1,2,99,67,1,2,2,4,1,1,3,3,4,3,2,4,3
1,3,3,3,3,2,2,1,4,1,4,4,2,4,2,2,2,62,7,1,1,4,41,2,2,2,4,1,2,1,2,4,4,5,3,2
2,3,2,3,3,3,4,3,4,4,4,4,4,4,2,1,2,89,6,1,1,1,25,2,2,1,4,1,4,5,3,2,4,2,3,4
2,4,4,3,4,3,3,3,2,2,3,3,2,3,2,1,2,49,6,1,1,5,41,2,1,1,59,1,2,5,4,2,2,4,2,3
2,4,3,3,2,4,4,4,4,1,4,1,4,1,1,2,2,67,6,1,4,3,61,2,2,1,4,1,2,1,2,4,4,5,4,4
2,3,3,4,3,4,4,3,4,1,1,4,4,2,1,2,2,47,4,1,2,4,41,2,2,2,59,1,2,1,3,2,3,2,3,4
4,3,2,2,1,2,4,2,4,1,2,2,2,4,3,2,3,35,6,1,1,1,41,2,2,1,4,1,5,5,5,4,3,4,3,2
1,1,3,3,3,1,1,1,4,1,4,1,4,4,1,2,2,46,3,1,3,1,41,2,2,2,4,1,5,1,3,4,1,4,1,1
3,4,3,2,3,4,4,3,4,2,4,2,4,4,3,1,1,28,4,1,1,5,41,2,2,1,4,1,5,3,2,3,3,2,3,3
3,3,3,4,3,2,3,3,4,2,4,2,2,4,3,2,2,36,6,1,1,4,26,2,2,2,59,1,2,1,2,3,4,4,3,3
3,3,2,2,3,4,4,4,4,1,4,3,2,3,2,2,2,44,6,1,1,5,41,2,2,2,59,1,2,1,3,2,4,4,2,2
1,1,1,3,4,1,3,2,4,4,4,4,4,2,1,1,2,45,5,1,3,3,41,2,2,1,4,1,2,1,3,4,4,1,1,1
2,3,2,1,2,2,1,4,4,1,4,1,2,4,3,1,2,43,6,1,2,1,25,2,2,2,4,1,2,5,4,1,4,5,2,1
1,1,1,1,1,1,1,4,4,4,4,3,4,2,3,1,2,57,6,1,4,5,41,1,1,1,15,1,1,1,2,4,3,5,1,1
3,3,3,2,3,3,1,4,4,3,3,1,4,4,1,2,2,52,4,1,2,99,41,1,2,2,59,1,3,3,4,3,3,1,2,3
2,3,1,2,1,4,4,4,2,1,1,1,3,4,3,1,1,32,4,1,2,2,21,2,2,1,59,1,3,5,5,3,2,5,3,2
1,1,2,2,3,1,1,1,4,1,4,1,4,4,1,2,2,65,6,1,1,5,61,1,2,1,4,1,5,5,3,1,4,3,3,2
4,5,3,4,3,4,2,2,3,1,3,1,3,3,3,1,2,56,2,1,4,1,55,1,1,2,4,1,1,3,4,1,3,3,3,4
1,1,1,1,1,1,4,1,1,4,1,4,1,1,4,1,1,29,4,1,2,4,41,2,2,2,59,1,1,1,1,1,4,1,1,1
3,2,2,2,3,2,3,3,4,2,4,2,2,4,2,2,3,56,6,1,1,2,41,2,2,2,15,1,4,5,3,2,2,5,3,3
3,3,2,3,3,4,3,2,4,3,4,2,4,4,3,1,2,50,3,1,1,99,41,2,2,2,4,1,3,3,4,4,3,4,3,3
1,4,4,4,3,4,3,3,4,2,4,1,3,4,2,1,2,48,6,1,2,5,43,2,2,1,59,1,2,5,3,1,2,5,4,4
3,3,2,4,3,2,3,2,4,3,4,4,4,4,4,1,3,79,3,1,2,99,69,1,2,2,4,1,3,5,3,3,4,3,3,2
1,1,2,2,1,3,3,4,4,4,2,3,1,4,1,1,2,49,4,1,1,2,25,1,2,2,59,1,5,5,2,3,1,4,1,3
2,3,4,2,4,4,4,4,4,1,4,1,3,1,1,2,2,60,6,1,1,5,41,2,2,1,4,1,2,1,3,3,3,4,2,3
1,4,3,2,2,2,4,2,4,1,4,1,2,4,1,2,2,52,6,1,1,5,41,2,2,1,23,1,3,1,4,2,4,5,2,2
3,3,3,2,3,4,3,2,4,1,3,1,3,4,3,2,2,79,4,1,2,99,61,2,2,2,59,1,2,3,3,3,4,4,3,4
3,4,3,4,4,3,4,3,4,2,4,3,4,4,4,1,2,72,4,1,2,1,53,1,1,2,4,1,3,5,1,4,4,5,4,4
2,4,3,4,1,3,4,4,4,1,4,1,3,3,4,2,2,47,6,1,1,4,41,2,1,2,59,1,3,1,3,1,2,5,3,3
1,1,1,1,2,1,1,4,4,1,4,1,1,1,1,1,2,67,7,1,1,5,41,2,1,2,60,1,2,1,2,1,4,1,1,1
5,3,4,2,4,4,4,3,4,3,2,3,4,4,3,2,2,68,3,1,3,1,60,2,2,2,4,1,5,5,5,3,3,1,4,4
2,4,2,3,3,4,2,4,4,1,4,1,4,3,2,2,2,48,5,1,2,4,41,2,2,2,4,1,4,1,3,4,4,5,4,3
1,1,1,3,1,4,4,4,3,2,2,3,3,2,1,1,1,28,4,1,1,5,26,2,2,1,4,1,4,5,3,3,4,2,1,1
1,2,1,1,1,4,4,1,4,1,4,1,2,4,4,2,2,43,6,1,2,5,41,2,2,2,59,1,3,1,3,1,4,5,1,2
2,5,4,4,3,1,1,3,4,1,4,1,1,3,4,1,1,43,6,1,1,2,41,2,1,1,15,1,1,5,3,1,2,5,2,3
2,3,3,3,4,3,2,4,4,2,4,4,4,3,2,2,2,35,6,1,2,2,41,1,2,1,2,1,5,1,3,2,4,5,3,3
1,1,1,1,1,1,1,2,4,2,4,1,4,1,4,1,2,45,4,1,1,99,41,2,1,1,59,1,5,1,1,1,1,5,1,1
2,3,2,3,1,4,2,1,4,1,2,4,1,4,1,1,1,31,4,1,1,1,26,2,1,2,4,1,4,5,5,4,4,1,3,2
1,1,3,2,2,1,1,2,4,4,4,3,4,4,1,1,2,52,5,1,2,3,41,1,2,1,4,1,1,5,4,1,2,5,3,3
2,2,1,1,3,1,1,4,4,2,4,1,1,3,2,1,2,49,6,1,1,4,41,2,2,1,59,1,2,5,3,2,3,4,1,1
3,4,4,4,4,3,3,4,4,1,4,3,4,4,3,2,1,61,4,1,2,3,41,1,2,2,4,1,3,1,2,4,2,4,4,4
1,1,2,1,1,1,3,4,4,3,4,4,1,4,4,2,2,41,3,1,99,2,41,1,2,1,4,1,2,1,2,1,4,3,1,1
5,5,4,4,4,4,4,4,4,1,4,4,4,4,4,2,2,84,1,1,3,99,68,2,2,2,59,1,5,5,5,4,4,5,4,4
3,5,2,4,4,2,1,4,4,1,4,1,4,1,1,2,2,41,4,1,2,99,41,2,2,2,4,1,5,3,3,1,1,5,4,4
5,4,3,4,4,3,4,4,4,2,4,4,1,4,3,1,1,26,3,1,2,2,41,1,2,2,59,1,5,4,4,3,1,5,4,4
3,3,1,2,1,1,3,3,4,2,3,4,1,4,4,2,2,67,7,1,1,2,26,2,2,2,59,1,2,1,3,3,4,1,2,1
3,3,3,4,1,2,4,4,4,1,3,2,4,4,2,1,1,34,3,1,2,3,41,1,1,1,4,1,4,3,5,2,4,4,4,4
2,4,3,3,3,4,4,3,3,2,2,2,1,3,4,1,2,47,7,1,1,3,44,2,1,2,29,9,2,1,1,3,4,5,3,3
3,3,4,4,4,3,3,3,4,1,4,4,2,4,4,1,2,53,4,1,1,2,26,2,2,2,4,1,3,5,4,1,1,5,1,1
2,1,1,1,1,1,1,4,4,4,3,3,3,4,4,2,4,63,3,1,3,1,59,1,2,2,59,1,3,3,4,3,4,5,1,1
1,5,3,3,3,2,2,4,4,1,4,2,4,4,2,2,2,50,4,1,1,99,48,1,2,2,4,1,1,1,1,2,3,1,3,3
2,3,4,3,4,4,4,4,4,3,4,4,4,4,4,1,2,88,5,1,1,1,21,2,2,1,4,1,2,3,3,4,3,3,4,4
1,3,2,3,3,4,1,1,4,4,4,4,4,4,3,1,2,46,6,1,1,4,41,2,2,1,4,1,2,1,2,3,4,3,2,3
2,3,3,2,2,2,3,3,3,2,3,3,4,4,1,2,2,63,6,1,2,2,41,2,2,1,59,1,3,1,3,4,3,4,3,3
3,5,4,4,4,2,2,3,1,4,4,4,4,4,4,1,2,92,3,1,1,2,68,2,2,1,60,1,1,5,1,3,2,5,2,2
1,1,1,1,1,3,1,1,4,1,4,4,2,4,2,2,2,48,6,1,1,4,41,2,2,2,4,1,5,1,3,2,4,1,2,1
1,3,4,4,4,2,2,4,4,2,4,4,4,2,4,1,2,76,4,1,2,3,66,2,1,1,4,1,1,1,1,4,4,4,2,4
1,5,4,4,4,4,4,1,4,2,4,2,4,4,4,2,2,41,3,1,2,1,41,2,2,1,4,1,5,1,1,4,4,4,2,4
3,3,4,2,1,4,4,4,4,1,4,1,4,4,4,2,3,44,4,1,2,3,41,2,2,1,4,1,3,1,4,3,1,1,4,3
3,3,3,4,4,4,3,4,3,3,4,3,3,4,4,1,2,76,7,1,1,3,25,2,1,2,59,1,3,4,1,4,4,4,4,4
3,4,4,3,3,2,2,3,4,2,3,1,4,4,4,1,2,51,6,1,2,5,41,1,1,1,59,1,3,1,2,4,3,5,4,4
2,4,3,4,4,3,3,4,4,3,4,2,4,4,1,1,3,60,6,1,1,99,41,1,2,1,4,1,2,1,3,3,4,4,3,3
2,2,2,4,2,2,3,4,2,4,4,4,4,4,4,2,3,30,4,1,1,2,27,1,2,2,4,1,1,3,5,4,4,2,2,2
2,2,1,2,2,3,3,4,4,1,4,2,4,4,1,2,2,58,5,1,3,4,41,2,1,2,4,1,1,5,2,1,4,5,1,1
1,3,2,2,1,1,1,4,4,4,4,1,1,4,3,1,2,64,6,1,1,1,41,2,1,2,4,1,3,1,3,3,3,3,3,2
1,3,3,2,3,1,2,2,4,1,1,1,4,4,4,1,2,60,3,1,1,5,41,1,2,1,4,1,1,1,1,4,1,5,2,2
1,3,4,4,3,1,1,1,4,1,4,4,4,4,1,2,2,48,6,1,1,4,41,2,2,2,15,1,1,1,1,4,4,5,1,4
1,2,1,1,3,1,1,3,4,2,4,1,4,4,1,1,2,40,3,1,1,2,41,2,2,1,4,1,5,1,3,3,3,5,1,2
4,5,3,2,4,4,4,3,4,2,4,2,2,3,2,1,2,41,7,1,1,3,22,2,2,2,59,1,2,3,4,4,4,3,3,4
3,4,4,2,3,3,3,4,4,4,4,4,4,3,1,2,3,52,7,1,2,99,41,2,2,2,4,1,3,5,3,4,1,5,4,3
2,3,1,1,2,3,3,2,2,2,4,4,4,4,4,2,2,56,4,1,3,3,41,2,2,1,59,1,1,5,2,2,2,5,1,1
1,3,4,3,3,1,1,4,4,1,4,1,4,4,1,1,2,59,3,1,2,1,41,2,1,1,4,1,1,1,3,3,1,5,4,4
1,4,4,3,3,3,1,4,4,1,4,1,4,1,1,2,1,29,4,1,1,4,41,1,2,1,59,1,4,5,5,1,1,3,4,4
4,3,2,4,2,1,1,1,4,4,4,4,4,4,2,2,2,45,4,1,1,5,41,2,1,2,2,1,5,1,5,3,4,5,3,4
4,4,3,4,3,3,4,4,4,3,4,2,4,4,3,1,1,34,2,1,1,1,41,2,2,1,4,1,4,3,4,4,3,4,4,4
2,5,3,4,4,4,4,3,4,1,4,4,4,4,1,1,2,74,3,1,1,1,67,1,1,2,4,1,3,5,3,4,4,5,4,4
1,1,3,3,3,4,4,2,4,4,4,4,4,3,1,1,2,44,7,1,1,3,22,1,2,1,4,1,1,1,1,4,2,5,4,4
2,4,3,2,1,3,2,4,4,1,4,1,3,4,2,2,2,44,7,1,2,99,41,1,2,2,4,1,3,5,2,4,3,5,3,3
2,3,3,2,3,4,4,2,4,1,4,1,3,4,1,2,2,69,5,1,1,1,41,2,2,1,59,1,3,3,3,4,4,5,3,3
3,1,3,2,4,1,2,4,2,2,2,1,4,3,2,1,1,38,6,1,2,99,34,1,2,1,4,1,5,4,3,2,3,2,1,2
2,2,3,1,1,4,4,4,4,4,3,1,1,4,3,1,2,62,7,1,1,2,26,2,2,2,4,1,2,1,4,3,4,1,3,2
3,3,4,4,3,3,4,4,4,3,4,3,4,4,4,1,2,90,7,1,1,3,68,2,1,1,4,1,3,3,4,4,4,3,4,4
4,5,4,4,4,4,4,3,4,4,3,4,4,3,4,2,2,39,4,99,2,4,12,2,2,1,4,1,4,4,4,4,1,4,3,4
1,3,3,3,1,4,4,4,4,2,2,4,2,4,2,2,3,51,4,1,1,1,32,1,1,2,23,1,1,1,1,3,3,1,3,1
3,3,2,2,3,3,2,4,4,2,4,2,2,4,4,1,2,53,6,1,1,5,26,2,2,1,4,1,5,5,5,4,4,5,3,2
4,5,3,4,3,2,2,4,4,3,4,4,4,4,2,2,3,62,3,1,4,2,41,2,2,2,59,1,4,5,4,4,4,4,3,4
3,4,3,3,3,3,3,4,4,2,4,2,4,4,3,2,2,48,3,1,1,1,41,1,2,2,4,1,2,5,3,3,4,5,3,3
2,3,2,3,3,4,4,3,4,1,4,3,4,4,2,2,1,31,4,1,2,3,41,1,2,1,4,1,3,4,3,3,3,5,3,3
1,2,2,1,1,1,2,4,4,1,4,1,1,4,1,1,2,70,5,1,1,4,49,2,1,2,59,1,1,1,2,1,3,5,1,1
3,4,3,3,2,4,4,2,4,1,4,3,4,2,2,1,2,39,6,1,1,3,41,1,2,2,59,1,4,5,3,3,2,5,3,4
2,3,3,3,2,2,2,4,3,3,3,3,2,2,3,1,2,53,5,1,1,1,26,2,2,2,4,1,3,3,3,3,3,4,3,3
2,4,4,4,4,4,4,3,4,1,4,4,4,4,2,2,2,42,3,1,1,3,41,2,2,2,23,1,1,1,1,4,2,5,4,4
4,4,4,3,3,3,2,1,4,4,4,3,4,4,4,2,2,70,6,1,4,1,45,2,2,1,4,1,4,4,4,2,2,4,3,3
1,5,3,4,3,1,3,4,3,1,3,1,4,3,1,1,2,61,5,1,2,2,41,2,2,2,23,1,5,3,3,3,4,3,3,1
5,5,3,3,3,4,4,3,4,1,4,2,3,4,1,2,2,53,4,1,2,2,41,1,2,2,4,1,5,5,5,3,3,5,4,4
1,2,3,3,4,4,3,3,4,2,4,4,4,4,4,1,3,68,5,1,2,1,48,2,2,1,23,1,3,1,2,3,4,2,4,3
3,3,3,4,2,1,1,4,2,4,2,4,4,2,1,2,2,35,6,1,2,5,41,1,2,1,23,1,5,1,2,3,4,5,3,4
4,4,3,3,3,4,4,4,4,1,4,2,3,4,2,2,2,47,6,1,1,3,24,2,2,2,59,1,2,5,4,4,3,3,4,4
2,5,4,4,4,3,3,2,4,1,4,1,4,2,1,1,2,60,5,1,1,3,41,2,2,1,59,1,2,5,2,1,2,4,3,4
5,3,2,4,2,4,4,4,4,1,3,4,2,4,3,1,2,41,6,2,2,3,41,2,2,1,61,1,1,5,5,4,4,1,3,2
3,3,3,3,2,1,4,3,4,1,1,4,4,4,3,2,3,56,3,1,2,1,41,2,2,2,4,1,3,5,5,3,4,5,2,2
1,1,1,2,4,1,1,4,4,1,4,4,4,4,4,1,3,64,3,5,1,2,41,1,2,1,4,1,5,5,1,3,3,5,1,1
2,2,4,3,4,3,4,4,4,1,4,1,1,2,1,2,3,56,6,1,1,1,41,2,1,1,4,1,2,5,2,2,2,5,2,2
4,5,3,4,3,4,4,2,4,3,4,4,4,4,2,1,2,62,7,1,1,4,26,2,1,1,59,1,2,3,3,4,3,1,4,4
1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,2,43,6,1,1,99,41,2,2,1,4,1,4,1,1,4,4,1,1,1
1,2,4,4,1,2,2,3,4,1,4,1,4,4,3,1,2,44,3,1,2,4,41,2,2,2,59,1,2,1,3,1,1,2,3,4
1,4,4,3,4,3,4,1,4,1,4,1,4,1,1,2,2,52,4,1,3,3,41,2,2,2,4,1,1,1,3,4,4,1,4,4
1,1,1,1,1,1,1,4,4,2,4,1,4,4,2,1,4,82,6,1,99,4,41,1,1,1,4,1,1,1,1,2,3,5,1,2
1,3,1,3,3,4,3,3,4,1,4,4,4,4,2,2,2,41,4,1,2,1,41,1,2,2,4,1,2,5,5,3,4,1,3,3
3,5,3,2,1,1,1,4,4,1,4,1,4,4,2,1,2,60,4,1,1,3,41,2,1,1,2,1,1,1,4,3,4,3,1,1
5,5,4,4,3,4,4,4,4,2,4,2,4,2,2,2,3,54,6,1,2,2,54,1,2,2,4,1,3,5,3,3,4,5,4,4
1,2,2,2,4,2,3,4,4,2,4,4,4,4,1,1,2,59,3,1,2,2,41,1,2,1,23,1,3,1,2,2,4,4,3,3
1,1,1,1,1,1,1,4,4,2,4,1,4,4,4,2,2,46,4,1,2,2,41,2,2,1,4,1,5,5,1,1,2,4,1,1
4,5,4,4,4,4,3,3,4,1,4,1,4,4,1,1,2,50,5,1,1,4,41,1,2,1,59,1,4,4,5,4,3,5,4,4
3,3,4,3,3,2,2,3,4,1,4,4,4,4,4,2,2,46,3,1,2,1,41,2,2,2,23,1,3,1,2,4,4,4,3,3
2,3,2,3,3,3,3,4,4,2,4,2,3,4,4,2,2,67,6,1,1,4,41,2,2,1,4,1,2,5,2,3,4,4,2,2
3,4,4,3,3,4,4,2,4,1,4,1,1,4,1,2,2,53,6,1,1,3,41,2,2,2,2,1,4,3,3,3,1,5,4,4
1,3,2,2,2,2,3,3,4,2,4,1,1,4,4,1,2,66,7,1,1,4,41,2,2,1,15,1,2,1,2,1,4,5,2,1
2,5,2,4,3,1,2,4,3,1,3,4,4,3,3,1,1,26,4,1,2,3,41,2,2,2,59,1,4,5,3,4,3,3,1,3
2,4,4,4,3,4,4,4,4,1,4,3,4,3,1,1,1,53,5,7,99,3,14,2,2,2,4,1,2,3,3,2,3,5,4,4
1,5,4,3,2,1,1,4,4,1,1,1,2,3,1,2,2,45,5,1,2,1,41,2,2,2,4,1,5,1,1,4,4,5,4,4
2,3,3,3,1,1,2,4,4,1,1,4,4,4,3,2,2,48,4,1,1,99,41,2,2,1,59,1,3,5,5,1,2,5,1,2
